Unnamed: 0;name;rating;review;reply;useful;urgent
304;Karina;1;Havde indhentet tilbud og fik anbefalet deres service aftale. Jeg spurgte ind til betalingen ad flere omgange pr tlf, og gennemlæste også betingelserne på deres hjemmeside. Her nævnes intet om at man skal betale få det forudgående år inden, man starter sin opsigelses periode på min. 6 mdr.;Hej Karina, lad mig først beklage, at du har haft en negativ oplevelse hos os.  Jeg har talt med vores værksted i Horsens og kan forstå (som du også selv påpeger), at de gav dig et tilbud på vores en af vores serviceaftaler.  Tilbuddet lød på at du kunne oprette et abonnement samme dag, som du var til service hos os, samt få rabat på servicen. Vi yder normalt rabat, når man har en serviceaftale. Du skal dog kun betale fremadrettet for abonnementet og ikke for det forrige år, som du beskriver. Men det ønskede du ifølge værkstedet ikke. Det tyder på, at der er gået noget galt i kommunikationen og det beklager vi selvfølgelig.  Jeg håber du giver os mulighed for at forklare serviceaftalen ordentligt overfor dig. Har du nogle spørgsmål er du mere end velkommen til at kontakte mig på: 61 14 41 95. Med venlig hilsen, Esben Nissen Direktør.;0;1
305;Jørgen;1;Service efter devisen “hvad kunden ikke ved har han ikke ondt af. Service efter devisen “hvad kunden ikke ved har han ikke ondt af. Jeg har selv gennemgået min bil inden service, og fundet et par åbentlyse fejl der skulle tages hånd om. Jeg aflevere bilen til service. Da jeg afhenter den igen tjekker jeg serviceskemaet og spørger så ind til disse mangler jeg har konstateret, og får så af vide at der ikke er nogle fejl, skønt den ene er en utæthed på en trækaksel som man uden den store ingeniør uddannelse havde kunne se. Og en generatorerrem som var så revnet at der var hul ned til forstærkningen i midten af remmen. Den vil de så have 620,- incl moms og servicerabat har selv skiftet den for 112,50 og brugte 10 min. Igen har de ikke smurt bremserne så de kan hænge fast i klodserne da den nu igen køre 40-50000 eller 24 mdr inden næste service. Vi snakker her om en Peugeot 2008 fra 2015 der har gået ca 70000.... Svar på tiltale Bilen har kørt 12 mdr/ 20000 km siden sidste service og kommer igen til at køre 12 mdr/20000 km det giver i min bog 24mdr/ 40000 km. Det er da klart man mister tilliden når man direkte fanger jer i en løgn. I krydser skemaet af uden at trækaksler er kontrolleret. Muligt at det er en uoriginal del. Men lad mig forsikre dig om det er ikke dele fra hverken thansen eller krogslund jeg bruger men fra de steder alle andre mekanikere køber deres dele, men det retfærdiggør jo ikke den merpris på 600,- før rabatten er trukket. Ok så lad os sige 400,- så er der lidt til merpris på remmen og lidt til arb.lønnen.;Hej Jørgen Jeg beklager den dårlige oplevelse du føler du har haft på vores værksted. Da vi har din bil til serviceeftersyn blev den som alle andre biler serviceret helt efter fabrikkens forskrifter. Vi konstaterer ikke det er nødvendigt at udbedre de områder du nævner.  Du får samtidig et tilbud på en original rem samt montering, hvilket naturligvis er dyrere end en uoriginal reservedel.   Intervallet er ikke 24 mdr. eller 40-50.000 km – men derimod 12 mdr. eller 20.000 km, og ved det netop foretaget eftersyn er det ikke påskrevet fra fabrikkens side at bremserne skal smøres. Vi må desværre konstatere at det ikke er første gang du er uenig i vores arbejde på din bil og såfremt du ikke har tillid til [virksomhed] og vores teknikere vil jeg da anbefale at du finder et bedre egnet værksted fremadrettet. Mvh.  Esben Nissen Direktør;0;1
306;Christian;1;servicepakke 20% rabat på 25% højere pris. servicepakke med 20% rabat hjælper ikke meget når de først har hævet standard prisen med 25%, for så er vi tilbage ved standard prisen.;Hej Christian,   Jeg kan umiddelbart ikke genkende det du skriver her. Kan du ikke give mig et kald på 6114 4195, så jeg lige kan finde ud af hvad der er op og ned i sagen. Mvh. Esben Nissen Direktør;0;0
307;Aage;1;Dårlig service, bilen bliver afleveret med 2 arlamer det skrives på på en seddel med mit telefon nr. På som ligger på forsædet. Jeg kommer for at hente bilen og spørg ind til arlarmene ham som udleverer siger at det er ok at de vil altid påtale hvis der er arlam på bilen når de modtager bilen og kører i den. (Flot) Jeg går ud til bilen og går klar til at kører, men kan konstaterer at der stadig er 2 arlamer på bilen. Jeg går tilbage til ham som udleveret nøglen og spurte og jeg måtte kører i bilen, det måtte jeg gerne og jeg kunne få aftalt en ny tid så ville de kikke på bilen igen. (Det kalder i god service)/// De 2 fejl var fejl på katalysatoren og fejl på esp som i sendte mig ud at kører med, som i sagde at det ikke havde nogen betydning.;Hej Aage, Jeg beklager den forvirring i kommunikationen, som du har oplevet hos os. Jeg har undersøgt forholdene og desværre har vores mekaniker ikke været opmærksom på den seddel, du havde lagt på passagersædet. Vi var desværre ikke klar over at sedlen var til os, eftersom du tidligere har fået foretaget udbedringer ved bilen andetsteds.  Det var først da du havde hentet bilen, at du gjorde os opmærksom på sedlen, at du gerne vil have, at vi så på alarmerne. Vi beklager meget forvirringen i kommunikationen og jeg håber, at du fortsat har tiltro til, at vi sagtens kan lave alt på bilen, så længe vi ved, at vi skal lave det. Mvh. Esben Nissen Direktør;0;1
308;Lars;1;"PAS PÅ DIN BIL - VÆRKSTEDET i RISSKOV LAVEDE RIDSER PÅ MIN BIL VED HJUL SKIFT OG VILLE IKKE UDBEDRE :-( 1. Der kom ikke trusler mod Aunsbjerg afdelingen.  2. Aunsbjerg Mekanikeren så ikke ridserne inden og fortalte heller ikke om den nye påstand, da de blev fremvist. 3. Ridserne er placeret på bag kofangeren, lige der hvor Aunsbjerg har taget hjulene ud og ind af bilen. 3. Klargøringsmand kunne ikke udbedre skaderne, så ingen ""GoodWill"" der desværre. 4. Der blev holdt en god tone, og der kom ikke trusler. Der bliver ikke en anden gang, for jeg skal ikke på Aunsbjerg værksted mere, med den kundeservice Aunsbjerg har og den måde jeg er blevet behandlet på, med beskyldninger og usande påstande. Lars, Direktør";Hej Lars,   Beklager du har haft en dårlig oplevelse hos os. Umiddelbart vil vi altid gå langt ved [virksomhed] for at hjælpe vores kunder, men i denne her sag kan jeg forstå på vores personale i Aarhus at du decideret er kommet med trusler mod afdelingen. Når den slags sker så fraskriver man sig desværre alle former for hjælp.   Jeg ved vores mekaniker så ridserne var der før bilen kom ind på værkstedet. Ridserne er også placeret et sted hvor det ikke giver mening at de kan fremkomme ved et hjulskifte og til sidst ved jeg også at vi endda som ”goodwill” sendte dig til vores klargøringsmand for at se om han kunne hjælpe.   Jeg håber du en anden gang vil holde den gode tone og ikke komme med trusler igen. Mvh. Esben Nissen Direktør;0;1
309;Henrik;1;Hey jeg er bekymret for at jeg får en bil retur der er mere farlig at kører i da jeg fik den igen og dæk kvaliteten på det sæt vinterdæk jeg fik i handlen var så ringe en kvalitet. Det er skuffende at der ikke kommer en form for kompensation eller en form for erstatning?  Med venlig hilsen Henrik Sund Christensen;Hej Henrik, Jeg er ked af at høre om din oplevelse hos [virksomhed]. Som jeg kan læse af det du skriver klager du over de lettere brugte vinterdæk du fik med i handlen uden beregning i sommeren 2016. Man må selvfølgelig efter yderligere 2 vintre forvente at dækkene bliver mere og mere slidte – også alt efter opbevaring, kørestil og så videre. Kan forstå på vores værkfører at du har fået skiftet 2 fordæk for nylig og skulle du vælge også at ville skifte de 2 bagdæk skal vi nok lave en rigtig god pris på dem.   Mvh.  Esben Nissen Direktør;0;1
310;Freddy;1;Sandhed er en dyd.. Jeg er opdraget til at man omgås sandheden med respekt så det man siger og skriver er korrekt, og det er der sælgere der kunne lære noget af.;Hej Freddy, Jeg kan forstå på sælgeren at I har talt frem og tilbage de sidste par dage og fundet ud af at den bil du købte hos os i sommers mangler et armlæn i forhold til salgsopstillingen. Det er selvfølgelig en beklagelig fejl og vi vil gerne råde bod på det ved at montere det manglende armlæn i en af vores 3 afdelinger. Hvis du blot vil ringe / skrive til sælgeren for nærmere aftale så skal vi nok få det løst. Beklager endnu engang at der fejlagtigt var denne trykfejl i salgsopstillingen. Mvh.  Esben Nissen Direktør;0;1
311;Pling;1;"Fusk, snyd og svindel. Hold jer langt væk - vælg et andet værksted. Helt urimelig dårlig standard. Køb din bil et andet sted. - Som man kan læse af nedenstående svar, er der ingen ende på de dårlige undskyldninger. Jeg oplyste ved begge værkstedsbesøg at jeg skulle have bilen til syn ! Da jeg kørte fra værkstedet første gang, konstaterede jeg den såkaldte ""raslen"", som så åbenbart heller ikke er det rigtige ord i den mekaniske terminologi... - Men noget virkede forkert, og det viste sig at holde stik, da en professionel (synsmand) på 2 sekunder, (ved at vrikke med forhjulet) konstaterede at der var en defekt bærekugle.Aunsbjerg er stor nok til at beklage - men ikke give et afslag. Hvis du vil spilde din tid og dine penge - Så vælg Aunsbjerg i Kolding !";Hej Peter  Jeg er ked af at høre om din oplevelse hos [virksomhed]. Jeg har undersøgt sagen og kan forstå at du i august har fået lavet en reparation hos os. I den forbindelse blev der også konstateret begyndende slør i en bærekugle, men ikke noget der på daværende tidspunkt havde betydning. I november var det tid til skift til vinterdæk, hvor du også havde konstateret en raslelyd (bærekugle rasler ikke). Vi fik skiftet dækkene, men kunne ikke konstatere nogen lyd. Vi konstaterede dog der ikke var noget der hang løst i forhold til skjold og udstødning. Du kører efterfølgende bilen til syn, hvor der blev konstateret slør i bærekuglen som skulle udskiftes før bilen kunne klare synet.   Vi tilbyder synstjek som en del af vores service, men jeg kan forstå du ikke bestilte dette og derfor opdagede vi heller ikke den defekte bærekugle ved hjulskiftet. Det er normal procedure i branchen at biler ikke undersøges grundigt ved hjulskift. Jeg beklager selvfølgelig at det har givet dig ekstra udgifter til omsyn, men vil anbefale at du næste gang booker et syntjek inden – vores synstjek er endda gratis. Så er jeg sikker på vi finder eventuelle fejl og mangler i god tid. Mvh.  Esben Nissen  Direktør;0;1
312;David;1;Ubehøvlet receptionist. Kigger ondt på en. Ikke særligt service minded.;Hej David, vi beklager at en af vores medarbejder har kigget ondt på dig - det var ikke hensigten, og det er vi kede af. Vi håber du vil bruge os en anden gang, også sørger vi for, at have et ekstra stort smil klar.  Ha' en rigtig god dag.  Mvh. [virksomhed];1;0
313;HENRIK;1;Jeg køber ikke bil der igen. Eller får lavet service.. Kolding.  1. Købte en brugt bil der inde. Den var vasket og ren inde og udvændag. Men bilen hade poler striber op og ned. Hvor man nok have trykket for hårdt. Det var dog ikke dem. Men forstår ikke hvorfor man ikke poler bilen når en kunde køber en bil 2. så når man sætter nr plader fast var det bestemt ikke lige foran. Og bag på min METAL bagklap valte man at 4 stk selvskærnde skruger i til nummerpladen og uden skum i mellem. Fik dog lavet det på plade værkstedet. 3. service ville jeg mene at man tager hjulene af og der har de bestemt ikke været for de sad virkelige godt fast der da skulle skiftes dæk.;Hej Henrik,   Jeg er ked af at høre om din uheldige oplevelse hos [virksomhed] i Kolding. Jeg vil dog gerne knytte lidt kommentar til dine 3 punkter. 1)   Ved en standard klargøring bliver bilen altid vasket, damprenset og støvsuget. Ønsker man mere er det altid muligt at tilvælge for kunden. 2)   Som du selv skriver – vi beklager – og har efterfølgende fået det ordnet for dig uden omkostninger. 3)   Ved service laver vi en visuel kontrol af bremser, men vi afmonterer ikke hjul medmindre bremserne skal skiftes. Det er standard procedure i branchen.   Er der noget du er i tvivl om må du gerne tage fat i mig på XXXXXXXX for uddybning af svarene.;0;1
314;Mark;1;Aarhus' dårligste brugtvognsforhandler  En bedrift i sig selv, men desværre konstaterbart efter en besøg hos Aunsbjergs forretning i 8250 Egå.  Efter at have set en annonce på Bilbasen tager jeg ud for at prøvekøre deres bil. Jeg bliver mødt af 4 medarbejdere som ikke kan blive enige om hvem der skal ekspedere mig (eller hvem der ikke skal, måske?) I hvert fald så tog det tid for at få betjening.  Da jeg blev betjent blev jeg mødt af en medarbejder som formulerede at den bil jeg havde udset mig på Bilbasen slet ikke passede til mit kørselsbehov og det var decideret DUMT at jeg havde denne bil i tankerne.  Efter pinligt lange 20 minutter hvor sælgeren havde travlt med at vise mig en masse diesel biler på trods af jeg skulle køre mange korte ture, så fik jeg lov til at prøvekøre den rigtigt tiltænkte bil, som var en benzinbil af ovenstående årsag.  Mens jeg prøvekører bilen bryder den sammen, jf. sælgerens udsagn skyldes dette at bilen ikke har været kørt i lang tid.  Til sidst opdager jeg en kæmpe rids på siden af bilen, som i bedste brugtvognsforhandler-vis ikke var oplyst eller vist på Bilbasen. Jeg spørger om dette retfærdigvis vil betyde afslag i købesummen, men dette var ikke muligt, da Aunsbjerg tilsyneladende insisterer på at have Danmarks dyreste priser. (Denne påstand fik jeg mere eller mindre underbygget, da jeg så selv samme bilmodel med samme udstyrspakke samt et (lidt) lavere kilometer tal til en pris som var hele 19% lavere end Aunsbjergs). Alt i alt en odiøs oplevelse og min tillid til at købe en bil ved denne bilforhandler er lig 0.;Hej Markus, Jeg er meget ked af at høre om din dårlige oplevelse hos [virksomhed] Aarhus. Jeg har talt med vores bilrådgiver og kan høre han har en lidt anden udlægning af sagen – jeg vil meget gerne i dialog med dig så jeg kan finde ud af hvad der er op og ned i historien. Du kan ringe til mig på XXXXXXXX. Med hensyn til din påstand omkring at kunne finde en tilsvarende bil 19% billigere, så har jeg selv brugt en del tid på at finde en sammenlignelig model – dog uden held. Jeg kan dog finde en del billigere med anden motortype, højere kilometer og som hatchback. Håber på at høre fra dig og at du vil give os chancen igen en anden gang. Mvh Esben Nissen Direktør;0;1
315;Alattin;1;Jeg var købt 2 uge siden en bil efter to uge lille problemer udstødtning jeg betaler selv hvor 6 måned garanti 😡😡;Hej Alattin Jeg beklager den oplevelse du har haft hos os! Jeg har forhørt mig hos vores værkfører, som dog har en anden udlægning af sagen. Jeg vil sætte stor pris på hvis du vil kontakte mig Du kan kontakte mig på: Tlf.: XXXXXXXX Email: [email] Mvh.  Esben Nissen Direktør;0;0
316;B.;1;Dårlig service, nedladende værksted og pengemaskiner.. Har købt bil der for 1,5 år side  og lavet serviceaftale. Efter 1. Service kørte bilen elendigt og der blev ikke fulgt op på det. Da motorlampe lyste, havde de kun 1 mekaniker på værksted så de mente jeg bare skulle køre videre. Efter 2. Servicebesøg var der tillægsrep. for 4300kr som de anbefalede for at den kunne gå gennem syn. Bla. udskiftning af helt nye vinduesviskere og opskumning af en bagbro som det slet ikke kan lade sig gøre at opskumme på min bilmodel. Nogle pedalsæt og dæksler og udskiftning af andre ting som second opinion værksted ikke kunne se fejlede noget. Så ren pengemaskine. Når jeg spurgte ind til tingene og kom med forslag til løsning eller efterspurgte hjælp til at finde en løsning på en periodisk fejl blev jeg total afvist og talt ned til på en måde så man godt ved at de bare vil have en ud af døren. Slet ikke ok kunddbehandling så nu er serviceaftale opsagt og jeg er rykket til et værksted hvor de yder service og løser problemerne.;Hej Birgit Jeg er rigtig ked af du har haft en dårlig oplevelse hos [virksomhed]. 4.300 kr er selvfølgelig rigtig mange penge for en tillægsreparation. Men det anbefalede er selvfølgelig for at sikre dig du ikke ender ud i at få driftstop med bilen – eksempelvis pludselig ikke at kunne koble ud. Derudover kan jeg forsikre dig om at den omtalte opskumning af din bils bagbro sagtens kan lade sig gøre, da det er en reparation der vil blive udført i henholdt til forskrifter/vejledning fra den Danske Peugeot importør. Med hensyn til en løsning på dine periodiske fejl, som til tider kan være svære at finde netop fordi de er periodiske, så vil vores Horsens afdeling selvfølgelig gerne giver det et ekstra kig uden beregning. Som sagt er jeg meget ked af din triste oplevelse hos [virksomhed], men håber stadig du vil kigge ind forbi. Mvh.  Esben Nissen Direktør;0;1
317;Flemming;1;Efter værksteds besøg, hvor jeg intet fik lavet, men fik bilen testet for fejl via en tester, fik jeg efterfølgende en regning på ca 1200,-  bl.a .  Fordi jeg havde fået en lånebil  stillet til rådighed og at bilen skulle køres til og fra Horsen,  fordi man ikke. P.t. Har en tester i Kolding .  Sidstnævnte er ikke mit problem , og da jeg i forvejen har en service aftale har jeg gratis lånebil stillet til rådighed . Jeg er derof utilfreds med regnings størrelse , men det er afvist af firmaet .;Hej Flemming Tak for din anmeldelse. Det er altid træls når tingene ikke lykkedes, hvilket jeg / vi havde håbet på. Efter små 2 timers arbejde med tester på din enhed, for at få eventuelle fejl udelukket og fejlsøgt på skærmenheden, ender slutresultatet desværre ikke som hverken du eller jeg havde håbet på. Jeg kan desværre ikke lave gratis fejlsøgning på de fejl der rammer vores kunders biler. Jeg stillede en gratis lånebil til rådighed, og bookede intern transport til vores Horsens afdeling, for at kunne komme videre i forsøget på at hjælpe dig. Sikkerhedskoden fra Opel er nødvendig for bare at starte testeren. Så en fejlsøgning ( ca. 2 timer ) med gratis transport og gratis lånebil – det kan jeg simpelthen ikke gøre billigere. Mvh. Ulrik Frederiksen Værkstedschef;0;1
318;Jesper;1;Spam på spam.. Jeg har nu i flere år fået mails fra jer, og har flere gange ringet ind og få det stoppet.  Der står i mailen at jeg er en fyr ved navn Morten holm og at jeg får lavet service fra jer. Det gør jeg ikke.  Ved ikke hvad jeg skal gøre for at få det stoppet. Fordi det er det rene spam.;Hej Jesper, Jeg er ked af at høre at du bliver ved med at modtage mails fra os. Det må være sket en fejl i kommunikationen hos os, hvilket jeg kun kan beklage! Jeg har fjernet din mailadresse fra systemet, og garantere at du ikke modtager flere mails fra os.  Mvh. Esben Nissen Direktør;0;0
319;KundeElse;1;Er  SÅ skuffet over sælger i Aunsbjerg Reager da i det mindste, overfor vores aftale Mvh Else m;Hej Else Marie. Vi beklager den oplevelse du har haft hos os! Vi er meget interesserede i at høre nærmere omkring din oplevelse. Vi vil sætte stor pris på hvis du vil kontakte os, så vi kan finde ud af hvad det drejer sig om. Du kan kontakte [kontaktperson] på tlf. XXXXXXXX eller [email] Mvh. [virksomhed].;1;1
320;Kunde;1;Man skulle tro, at der skulle skrives journal til en hospitalsindlæggelse for at få skiftet en pære i forlygte. Derfor kørte vi med uforrettet sag. Efterfølgende fik vi klaret sagen på et lille værksted på under 5 minutter!!! og smil og godt humør som en bonus.;Hej Birthe og Eigil Jeg beklager jeres oplevelse hos [virksomhed]. Vi gør altid vores bedste for at yde vores kunder den bedste service, og det er selvfølgelig ærgerligt hvis det ikke har været tilfældet her. Vi håber dog at få muligheden for at yde dig god service en anden gang. Mvh. [virksomhed];1;1
321;viktor;1;"bæ, bæ og så krydret med ekstra bæ. 1 stjerne er ogs alt for mange stjerne, fortjener nærmere -10 stjerner. Har aldrig følt mig dårligere behandlet. Vilkårende i deres såkaldte ""service aftale"" kunne de ikke finde ud af at overholde, fik desuden skiftet en katalysator fordi den faldt sammen, 1 år senere gik den så i stykker igen, denne gang var den revnet, aunsbjerg mente dog ikke de havde noget af skylden og mente jeg skulle betale igen, selvom det er tydeligt at den skal kunne holde i længere tid.";Hej Viktor Jeg er ked af at høre at du har haft en dårlig oplevelse. Det er altid en træls situation når bilen går i stykker og der er behov for at udskifte reservedele. Sagen er som sagt over et år gammel og dengang blev I enige om at prøve at søge kulance. Kulancen blev godkendt, og derfor har du kun skulle betale for udskiftningen af katalysatoren hos os.  Mvh. Esben Nissen Direktør;0;1
322;Torkil;1;Første og sidste bil købt hos Aunsbjerg. Jeg køber ny brugt bil hos Aunsbjerg.  Jeg opdager at den vejledning der er med på bilen er på tysk. Mit tyske er ikke specielt god. Jeg snakker først med Aunsbjerg og der vil de intet udover sende en link til en online version. Jeg taler med Ankenævn for biler som klart siger jeg skal have en DK vejledning. Jeg skriver/taler igen med Aunsbjerg og må rykke flere gange inden  jeg efter et par måneder endelig får den. Jeg køber en bil uden træk men aftaler de montere det. Aftaler også at de skal være opmærksom på at da bilen har baksensor så skal bilen kodes til at den baksensor sættes ud af kraft når jeg bruger trækket. Det viser sig efterfølgende at de har brugt en uoriginal træk og dermed kan bilen ikke kodes. De er nu så smarte at de ikke vil kendes ved det og kommer med den lamme udtalelse at de har undersøgt at jeg jo bare kan koble det fra. De fortæller ikke hvordan men det lægger i luften at jeg jo bare kan kikke i den danske vejledning.  Jeg har fået en udtalelse fra en aut. ford forhandler at det på INGEN måder kan frakobles manuelt.  Det var desværre første og sidste gang jeg handler der. Kan desværre ikke give mindre end 1 stjerne de burde have 0 Svar til Aunsbjerg Jeg har sendt mail til jer vedr. det her problem. Jeg har sågar rykket for svar uden at i har svaret tilbage. Synd det nu skal foregå i offentlig rum. Ford i Vejle har udtalt mundlig og pr mail, at det IKKE er muligt at MANUELT frakoble baksensor, så hvordan du så kan forstår jeg ikke.  Jeg har desværre ikke haft anden mulighed end sende en klage til bilklage og afventer en afgørelse derfra.;Kære Torkil Jeg er rigtig ked af at høre om din oplevelse hos vores Aarhus afdeling. Med hensyn til din irritation over sent leveret instruktionsbog på dansk kan jeg fortælle at eftersom alle importører stort set er gået over til onlinebøger skal man vente til de har samlet nok forspørgsler inden de trykker tidligere udgaver af bøgerne og det kan godt tage lidt tid. Med hensyn til det eftermonterede træk, så kan man fint frakoble parkeringsensoren når man bakker ved at trykke på knappen til parkeringssensoren. Jeg kan forstå på vores sælger at det ikke var noget I vendte i købssituationen og derfor monterede vi som aftalt et ganske almindeligt træk som vi gør på alle vores biler. Jeg vil her foreslå du kommer forbi vores Aarhusafdeling, hvis du er i tvivl om hvordan det virker, så de kan vise dig hvordan. Jeg beklager endnu engang den dårlige oplevelse du har haft og håber da at se dig igen når din Ford skal til service. Mvh.  Esben Nissen Direktør;0;1
323;Erik;1;Ved køb af  brugt bil ( 1 år gl. ) fik jeg udleveret bil med skurrende bremser. Bilen var dagen efter på værksted, det viste sig at bremserne skulle udskiftes.;Hej Erik   Vi beklager selvfølgelig den oplevelse du har haft ved køb af bil hos os. Sælgeren opdagede desværre for sent at bremserne skurrede. Men jeg kan forstå på vores værkstedschef, at vi fik løst problemet hurtigt, og du kom ud at køre igen allerede dagen efter. Det hører til sjældenheden vi ikke opdager slitage ved bilen med det samme.    Jeg beklager endnu engang oplevelsen og håber du giver os chancen igen når din bil skal til service.    Mvh.  Esben Nissen Direktør;0;1
324;Nina;1;Særdeles dårlig service;Hej Nina, Det er vi selvfølgelig meget ked af at høre! Vores medarbejdere gør deres bedste for at yde en tilfredstillende service over for vores kunder. Vi vil sætte stor pris på hvis du har tid og lyst til at uddybe din oplevelse hos [virksomhed].  Du kan kontakte [kontaktperson] på tlf. XXXXXXXX eller [email]. Mvh. [virksomhed];1;0
325;Jakob;1;Har hørt godt filialen i Horsens. Men undgå at handle med den i Egå.;Hej Jakob, Vi er kede af at høre, at du ikke bryder dig om vores afdeling i Egå. Vores medarbejdere gør deres bedste for at yde en høj service over for vores kunder, uanset afdeling. Vi vil sætte stor pris på hvis du har tid og lyst til at uddybe din oplevelse hos [virksomhed]. Du kan kontakte [kontaktperson] på tlf. XXXXXXXX eller [email]. Mvh [virksomhed].;1;0
326;Berit;1;Jeg har købt en fire år gammel Peugeot 208, ved Aunsbjerg, som har den fejl i motoren at den bruger unormalt meget olie. Jeg fik i første omgang min klage afvist med den begrundelse, at foregående ejer var kommet 1 1/2 måned for sent til et service eftersyn. Den model viser sig at have en fejl, så det var naturligvis en helt uacceptabel service. Har nu gået videre til øverste leder med min klage.;Hej Berit, Jeg beklager den uheldige situation du står i. Jeg kan forstå på vores værkstedschef at i har været i dialog, og fået booket en ny tid til din bil.  Jeg håber at vi finder frem til en tilfredsstillende løsning.  Mvh.  Esben Nissen  Direktør;0;1
327;Claus;1;en forholdsvis lille reparation må ikke tage 24 dage. og slet ikke når der er tale om en garantisag.;Hej, Jeg beklager selvfølgelig din dårlige oplevelse hos [virksomhed]. Jeg kan forstå at bilen blev indleveret på vores værksted i Horsens, i en periode hvor vi var fuldt booket op i de efterfølgende tre uger. Derfor gik der tid før der blev kigget på den, som din bekendte også blev gjort opmærksom på. Efter fejlsøgning af bilen konstaterer vi at der skal bestilles ikke lagerførte reservedele hjem for at udbedre problemet. Jeg har selvfølgelig forståelse for at det har været en dårlig oplevelse med lang ventetid samt at skulle undvære sin egen bil så længe. Jeg beklager derfor den lange behandlingstid. Mvh. Esben Nissen Direktør;0;1
328;Jane;1;Ring hvis I synes min anmeldelse er for dårlig... Mvh Søren Eriksen;Kære Søren Jeg er ked af at du har haft en uheldig oplevelse hos [virksomhed]. Jeg kan forstå på vores værkfører i Horsens, at det drejer sig om et værkstedsprisoverslag på din Peugeot fra 2006. Hos [virksomhed] udarbejder vi altid vores tilbud ud fra konkurrencedygtige priser og har derfor ikke givet dig et overslag, der ville ændre sig væsentligt, såfremt du havde indhentet tilbud hos et andet autoriseret Peugeot værksted. I dette tilfælde med en 12 år gammel bil med højt kilometertal, har vores værkfører fundet mange sliddele der skal skiftes.  Jeg vil dog opfordre dig til at tage kontakt til vores Horsens afdeling igen, for en nærmere gennemgang af hvad det reelt kræver for at få din bil igennem de nye og reviderede synskrav. Mvh. Esben Nissen Direktør;0;1
329;lene;1;skulle have en service på min bil....fik en oversigt på alt som skulle laves, bla at begge paneler va rustet, hvilket jeg med 100% ikke var sandt da jeg presis have været til syn med bilen og der var der ingen anmærkninger, .. kørte ned til en synshal og fik det kikket på, TOTAL hærværk på panelerne store huller på begge sider... synsmanden var i et total chok og spurgte om mekanikeren havde brugt en stor slaghammer..... fik en anden mekaniker til at gennemgå den liste aunsbjerg menede som skulle laves og han fandt IKKE en af de fejl.........  jeg kommer aldrig at sætte mine ben der mere, da de KUN vil tjene penge på at lave en ældre bil..........;Hej Lene,    Vi beklager den oplevelse du har haft hos [virksomhed].    Vi havde din bil på værksted til et service eftersyn, hvor vores mekaniker pointerer de ting han mener skal udbedres på bilen for at holde dig kørende. Han gennemgår bilen ud fra vores 42 punkter tjekskema, der blandt andet også indebærer at kontrollere karosseri og bærende dele. Det spottes hurtigt at der er tæring i panelerne – dette er dog gemt bag det gummi panelerne er belagt med og kan først ses når der åbnes op. Det er selvfølgelig beklageligt at din synshal ikke har gjort dig opmærksom på dette da du havde bilen til syn.   Med hensyn til vores liste, så følger [virksomhed] altid procedurerne i forhold til fabrikkens anvisning og vores liste er udarbejdet på baggrund af dette. Skulle du stadig have interesse i at få udbedret nogle af fejlene er du mere end velkommen til at tage fat i vores værksted i Horsens. Mvh. Esben Nissen Direktør;0;1
330;Steffen;1;Synes ikke service er tilfredsstillende og tilbagemeldinger ikke dækkende Mazda App er langsom om at virke Prisen er for høj;Hej Steffen, vi er selvfølgelig ærgelige over, at du har haft en dårlig oplevelse hos os. Du må meget gerne skrive til [kontaktperson] på tlf. XXXXXXXX eller [email], og uddybe din oplevelse - så vi kan give det videre. God dag herfra. Mvh [virksomhed];1;0
